Priority,Enabled,Status,SourceMod,Category,Bucket,MatchedLocal,Score,ArchivePath,ArchiveScore,NexusID,NexusURL,DownloadFile
1963,+,Missing,LDD - Racial Penis Variances TNG,Quests - New,quests-followers,[NoDelete] [RSV] Racial Skin Variance - SPID,0.655,,,143062,https://www.nexusmods.com/skyrimspecialedition/mods/143062,"E:/My Skyrim mods/Skin, Body, Hair & Presets/Skin Textures/LDD - Racial Penis Variances-143062-1-0-2-1765621900.7z"
1964,+,Missing,QuickLoot IE - A QuickLoot EE Fork,Quests - New,quests-followers,,0.000,,,120075,https://www.nexusmods.com/skyrimspecialedition/mods/120075,C:/Users/lesli/Downloads/QuickLoot IE - A QuickLoot EE Fork-120075-3-4-1-1739389633.zip
1965,+,Missing,QuickLoot IE - Dear Diary Dark Mode Reskin,Quests - New,quests-followers,A Bunch of Dear Diary Dark Mode Reskins,0.785,,,137059,https://www.nexusmods.com/skyrimspecialedition/mods/137059,C:/Users/lesli/Downloads/QuickLoot IE - DDDM Reskin-137059-4-2-1739386242.zip
1966,+,Missing,Bathing in Skyrim - Renewed,Quests - New,quests-followers,,0.000,,,135288,https://www.nexusmods.com/skyrimspecialedition/mods/135288,C:/Users/lesli/Downloads/Bathing in Skyrim-135288-2-6-2-1758291072.7z
1967,+,Missing,Immersive Hunting Animations,Quests - New,animations,Immersive Interactions - Animated Actions,0.746,,,96961,https://www.nexusmods.com/skyrimspecialedition/mods/96961,C:/Users/lesli/Downloads/Immersive Hunting Animations-96961-2-3-1-1729893491.zip
1968,+,FuzzyPresent,Simple Hunting Overhaul - MCM,Quests - New,quests-followers,Simple Hunting Overhaul,0.920,,,103439,https://www.nexusmods.com/skyrimspecialedition/mods/103439,C:/Users/lesli/Downloads/Simple Hunting Overhaul - MCM-103439-0-0-3-1698609865.zip
1969,+,Missing,Morning Fogs SSE - Thick Fog,Quests - New,quests-followers,,0.000,,,21436,https://www.nexusmods.com/skyrimspecialedition/mods/21436,C:/Users/lesli/Downloads/Morning Fogs SSE - Thick Fog-21436-1-3-1-1553685846.7z
1970,+,Missing,Vanilla And Morning Fogs SSE - Easy Seam Fixer,Quests - New,quests-followers,Vanilla Chokers and Earrings [SE],0.588,,,36656,https://www.nexusmods.com/skyrimspecialedition/mods/36656,C:/Users/lesli/Downloads/Vanilla And Morning Fogs SSE - Easy Seam Fixer-36656-v1-1-1590868673.zip
1971,+,Missing,SexLab Aroused Creatures SE v04.16,Quests - New,adult-frameworks,SavrenX Solstheim Creatures,0.627,,,0,,C:/Users/lesli/Downloads/SexLab Aroused Creatures SE v04.16.7z
1972,+,Missing,CreatureSummoner_MNCSEv15,Quests - New,quests-followers,,0.000,,,0,,E:/skyrim mods/Nolvus 6 Mods/Nolvus Creature/CreatureSummoner_MNCSEv15.7z
1973,+,Missing,SexLabMatchMaker.Rev7,Quests - New,adult-frameworks,,0.000,,,0,,E:/skyrim mods/Nolvus 6 Mods/Nolvus Creature/Not Used/SexLabMatchMaker.Rev7.zip
1974,+,Present,Apropos2 SE,Quests - New,quests-followers,Apropos2.1.0.0.10,1.000,,,0,,E:/skyrim mods/Nolvus 6 Mods/Nolvus Creature/Apropos2 SE.rar
1975,+,Missing,Hylios Female Mannequins - Custom Body,Quests - New,quests-followers,Femmequins - Female Mannequins SE,0.625,,,66300,https://www.nexusmods.com/skyrimspecialedition/mods/66300,C:/Users/lesli/Downloads/Hylios Female Mannequins - Custom Body-66300-2-0-0-1711753228.7z
1976,+,Missing,Diverse Dragons Collection SE,Quests - New,quests-followers,Ultimate Lingerie Collection 2.0,0.630,,,695,https://www.nexusmods.com/skyrimspecialedition/mods/695,C:/Users/lesli/Downloads/Diverse Dragons Collection SE-695-2-1-3.zip
1977,+,Missing,GoT Dragons-Skeleton,Quests - New,quests-followers,RUSTIC DRAGONS - Special Edition,0.680,,,79252,https://www.nexusmods.com/skyrimspecialedition/mods/79252,C:/Users/lesli/Downloads/GoT Dragons-Skeleton-79252-1-1669254165.rar
1978,+,Missing,GoT Dragons-Textures,Quests - New,quests-followers,Gecko's Dwarven Ruins Textures,0.640,,,79252,https://www.nexusmods.com/skyrimspecialedition/mods/79252,C:/Users/lesli/Downloads/GoT Dragons-Textures-79252-1-4-1669819981.rar
1979,+,Missing,GoT Dragons-Ally,Quests - New,quests-followers,Talkative Dragons,0.545,,,79252,https://www.nexusmods.com/skyrimspecialedition/mods/79252,C:/Users/lesli/Downloads/GoT Dragons-Ally-79252-1-2-1669818829.rar
1980,+,Missing,GoT_Dragons_Diverse Dragons,Quests - New,quests-followers,Talkative Dragons,0.591,,,79252,https://www.nexusmods.com/skyrimspecialedition/mods/79252,C:/Users/lesli/Downloads/GoT_Dragons_Diverse Dragons-79252-1-3-1669820781.rar
1981,+,Missing,Simple Inn Bath - 10 Gold ESL-Flagged Version,Quests - New,quests-followers,Kaidan Ostim Patch ENG ESL Version,0.568,,,49014,https://www.nexusmods.com/skyrimspecialedition/mods/49014,C:/Users/lesli/Downloads/Simple Inn Bath - 10 Gold ESL-Flagged Version-49014-1-3-1636842112.7z
1982,+,Missing,Perfectly Valid Wards,Quests - New,quests-followers,,0.000,,,153401,https://www.nexusmods.com/skyrimspecialedition/mods/153401,C:/Users/lesli/Downloads/Perfectly Valid Wards-153401-2-0-2-1765331393.7z
1983,+,Missing,Ward,Quests - New,quests-followers,,0.000,,,156225,https://www.nexusmods.com/skyrimspecialedition/mods/156225,C:/Users/lesli/Downloads/360 Ward-156225-5-1764309196.7z
1984,+,Missing,R.A.S.S. - Rain Ash And Snow Shaders,Quests - New,quests-followers,Realistic Skin And Hair Shaders - Giants,0.676,,,22780,https://www.nexusmods.com/skyrimspecialedition/mods/22780,E:/skyrim mods/R.A.S.S. - Rain Ash And Snow Shaders-22780-3-5-1-1676742582.zip
1985,+,Missing,SkyPatcher - SE,Quests - New,quests-followers,[NoDelete] 000 SkyPatcher - SE (unsure if needed),0.541,,,106659,https://www.nexusmods.com/skyrimspecialedition/mods/106659,E:/My Skyrim mods/SkyPatcher - SE-106659-6-3-3-1775303929.zip
1986,+,Missing,Dynamic Interior Ambient Lighting (DIAL),Quests - New,quests-followers,Dynamic Animation Casting - NG,0.576,,,149920,https://www.nexusmods.com/skyrimspecialedition/mods/149920,E:/My Skyrim mods/Immersions/Dynamic Interior Ambient Lighting (DIAL)-149920-3-9-1758330287.zip
1987,+,Missing,Use Special Markers,Quests - New,quests-followers,Use Or Take SKSE,0.457,,,32748,https://www.nexusmods.com/skyrimspecialedition/mods/32748,E:/My Skyrim mods/Immersions/Use Special Markers-32748-1-0-1582083931.zip
1988,+,Missing,Wintersun 3.2.0,Quests - New,quests-followers,,0.000,,,22506,https://www.nexusmods.com/skyrimspecialedition/mods/22506,E:/My Skyrim mods/Immersions/Wintersun 3.2.0-22506-3-2-0-1623934121.zip
1989,+,Missing,Wintersun - Ghosts of the Tribunal,Quests - New,quests-followers,Ghosts of the Tribunal Retexture SE,0.800,,,58988,https://www.nexusmods.com/skyrimspecialedition/mods/58988,E:/My Skyrim mods/Immersions/Wintersun - Ghosts of the Tribunal-58988-1-0-1637783294.zip
1990,+,Missing,Wintersun - Gallows Hall,Quests - New,quests-followers,CC Gallows Hall - Tweaks and Enhancements (GHTE),0.485,,,58988,https://www.nexusmods.com/skyrimspecialedition/mods/58988,E:/My Skyrim mods/Immersions/Wintersun - Gallows Hall-58988-1-0-1637770412.zip
1991,+,Missing,Wintersun - SexLab Integration SE v1.3.3,Quests - New,adult-frameworks,Sink of Scrubbing - SexLab Integration,0.750,,,-1,,E:/My Skyrim mods/Immersions/Wintersun - SexLab Integration SE v1.3.3.7z
1992,+,Missing,Khajiit Has Wares,Quests - New,quests-followers,Immersive Khajiit Caravan Mules,0.542,,,73500,https://www.nexusmods.com/skyrimspecialedition/mods/73500,E:/My Skyrim mods/Immersions/Khajiit Has Wares-73500-1-08-1-1697493637.7z
1993,+,Missing,SexLab sslAnimationSlots 3000 SE,Quests - New,animations,SexLab Animation Remover,0.708,,,0,,E:/My Skyrim mods/Loverlab/Immersions/SexLab sslAnimationSlots SE 3.zip
1995,+,Missing,HentaiCreaturesV1_04,Quests - New,quests-followers,,0.000,,,0,,C:/Users/lesli/Downloads/HentaiCreaturesV1_04.zip
1996,+,Missing,Berserk Troll creature,Quests - New,quests-followers,Troll.by.Kajuan,0.541,,,0,,C:/Users/lesli/Downloads/Berserk Troll creature.7z
1997,+,Missing,Tamriel of Ape,Quests - New,quests-followers,Citizens of Tamriel SE,0.727,,,0,,C:/Users/lesli/Downloads/Tamriel of Ape.7z
1998,+,Missing,DemoGorgon,Quests - New,quests-followers,,0.000,,,0,,C:/Users/lesli/Downloads/DemoGorgon.7z
1999,+,Missing,cthulhu Spawn,Quests - New,quests-followers,,0.000,,,0,,C:/Users/lesli/Downloads/cthulhu Spawn.7z
2000,+,Missing,Bloodborne Beast,Quests - New,quests-followers,Nordic Wanderer Equipment Beast Race Helmets SSE,0.367,,,0,,C:/Users/lesli/Downloads/Bloodborne Beast.7z
2001,+,Missing,GS Goblin mod,Quests - New,quests-followers,,0.000,,,0,,C:/Users/lesli/Downloads/GS Goblin mod.7z
2002,+,Missing,Grea_SummonCreatures,Quests - New,quests-followers,,0.000,,,0,,C:/Users/lesli/Downloads/Grea_SummonCreatures.zip
2003,+,Missing,Dogmeat Miko Replacer,Quests - New,quests-followers,Dynamic Dialogue Replacer,0.696,,,0,,C:/Users/lesli/Downloads/Dogmeat Miko Replacer.7z
2004,+,Missing,Dogmeat 4k Texture,Quests - New,quests-followers,[Realore Skin Ultima] Main Texture,0.741,,,0,,C:/Users/lesli/Downloads/Dogmeat_4K_retexture.7z
2005,+,Missing,Mythical Giants Replacer,Quests - New,quests-followers,BiR's Remiel Replacer,0.622,,,147274,https://www.nexusmods.com/skyrimspecialedition/mods/147274,E:/My Skyrim mods/Creatures/Mythical Giants Replacer-147274-1-00-1744315631.zip
2006,+,Missing,Mythical Giants Replacer 4k texture,Quests - New,quests-followers,PondFish and Salmon Replacer - texture,0.618,,,0,,E:/My Skyrim mods/Creatures/Mythical Giants Replacer 4k texture.zip
2007,+,Missing,Mythical Giant ABC MNC Patch,Quests - New,quests-followers,EMPEROR - Giant Crab Overhaul,0.436,,,0,,E:/My Skyrim mods/Creatures/Mythical Giant ABC MNC Patch.7z
2008,+,Missing,HDT SMP beast race tail,Quests - New,quests-followers,Race Menu Player Rotation,0.550,,,91811,https://www.nexusmods.com/skyrimspecialedition/mods/91811,"E:/My Skyrim mods/Skin, Body, Hair & Presets/HDT SMP beast race tail 1.3.1-91811-1-3-1-1684773869.zip"
2009,+,Missing,HDT SMP Fluffy Beast Race Tail Replacer Tweaks,Quests - New,quests-followers,Meridia's Luxon Beacon Replacer,0.580,,,113414,https://www.nexusmods.com/skyrimspecialedition/mods/113414,"E:/My Skyrim mods/Skin, Body, Hair & Presets/HDT SMP Fluffy Beast Race Tail Replacer Tweaks-113414-1-1-1716600660.7z"
2011,+,Missing,Beastess Lair SE v5.1,Quests - New,quests-followers,,0.000,,,0,,C:/Users/lesli/Downloads/Beastess Lair SE v5.1.7z
2012,+,Missing,Freshwater Cave Player Home SSE 1-0,Quests - New,quests-followers,HS Player Homes - Hjerim,0.612,,,18049,https://www.nexusmods.com/skyrimspecialedition/mods/18049,C:/Users/lesli/Downloads/Freshwater Cave Player Home SSE 1-0-18049-1-0.rar
2013,+,Missing,Druids Dwelling,Quests - New,quests-followers,,0.000,,,92382,https://www.nexusmods.com/skyrimspecialedition/mods/92382,C:/Users/lesli/Downloads/Druids Dwelling-92382-1-1-1685817533.zip
2014,+,Missing,Rayek's End - SSE Expanded Edition 1.7,Quests - New,quests-followers,Rare Curios - Bolts Expanded,0.593,,,8285,https://www.nexusmods.com/skyrimspecialedition/mods/8285,C:/Users/lesli/Downloads/Rayek's End - SSE Expanded Edition 1.7-8285-1-7.zip
2015,+,Missing,Rayeks End Expanded - fixes - fixed,Quests - New,quests-followers,Brawl Lines Expansion and Fixes,0.581,,,136506,https://www.nexusmods.com/skyrimspecialedition/mods/136506,C:/Users/lesli/Downloads/Rayeks End Expanded - fixes - fixed-136506-1-2-1737345493.zip
2016,+,Missing,Riften Bathhouse,Quests - New,quests-followers,Environs - Riften Warehouse,0.634,,,47576,https://www.nexusmods.com/skyrimspecialedition/mods/47576,C:/Users/lesli/Downloads/Riften Bathhouse-47576-1-4-1637174763.zip
2017,+,Missing,Falkreath Bathhouse,Quests - New,quests-followers,COTN Falkreath Lite,0.632,,,51656,https://www.nexusmods.com/skyrimspecialedition/mods/51656,C:/Users/lesli/Downloads/Falkreath Bathhouse-51656-1-5-1637335725.zip
2018,+,Missing,Raven Rock Bathhouse,Quests - New,quests-followers,Rock Traps Trigger Fixes,0.364,,,71113,https://www.nexusmods.com/skyrimspecialedition/mods/71113,C:/Users/lesli/Downloads/Raven Rock Bathhouse-71113-1-5-2-1659976591.zip
2019,+,Missing,Winterhold Bathhouse,Quests - New,quests-followers,NSM - Winterhold College 2K,0.619,,,56054,https://www.nexusmods.com/skyrimspecialedition/mods/56054,C:/Users/lesli/Downloads/Winterhold Bathhouse-56054-1-5-1658239478.zip
2020,+,Missing,HSMarkarth - The Treasury House,Quests - New,quests-followers,The Choice is Yours,0.500,,,108286,https://www.nexusmods.com/skyrimspecialedition/mods/108286,C:/Users/lesli/Downloads/HSMarkarth - The Treasury House-108286-1-0-0-1704213715.7z
2021,+,Missing,HSMarkarth - The Treasury House - LUX,Quests - New,quests-followers,Animal Research The Insatiable Scholar,0.479,,,108286,https://www.nexusmods.com/skyrimspecialedition/mods/108286,C:/Users/lesli/Downloads/HSMarkarth - The Treasury House - LUX-108286-1-0-0-1704213778.7z
2022,+,Missing,HSMarkarth - The Hag's Cure,Quests - New,quests-followers,Cities of the North - Dawnstar,0.566,,,106067,https://www.nexusmods.com/skyrimspecialedition/mods/106067,C:/Users/lesli/Downloads/HSMarkarth - The Hag's Cure-106067-1-0-0-1701544142.7z
2023,+,Missing,HSMarkarth - The Hag's Cure - LUX,Quests - New,quests-followers,Cities of the North - Dawnstar,0.526,,,106067,https://www.nexusmods.com/skyrimspecialedition/mods/106067,C:/Users/lesli/Downloads/HSMarkarth - The Hag's Cure - LUX-106067-1-0-0-1701544197.7z
2024,+,Missing,HSWhiterun - Arcadia's Cauldron,Quests - New,quests-followers,,0.000,,,75340,https://www.nexusmods.com/skyrimspecialedition/mods/75340,C:/Users/lesli/Downloads/HSWhiterun - Arcadia's Cauldron-75340-2-0-0-1700401949.7z
2025,+,Missing,HSWhiterun - Arcadia's Cauldron - LUX,Quests - New,quests-followers,Lux - Via (patch hub),0.280,,,75340,https://www.nexusmods.com/skyrimspecialedition/mods/75340,C:/Users/lesli/Downloads/HSWhiterun - Arcadia's Cauldron - LUX-75340-1-0-0-1700403637.7z
2026,+,Missing,Praedy's Sky AIO - SE,Quests - New,quests-followers,Praedy's Apocrypha - SE,0.647,,,47530,https://www.nexusmods.com/skyrimspecialedition/mods/47530,E:/My Skyrim mods/Sky Texture/Praedys Sky AIO 4K-47530-2-1-1746020814.7z
2027,+,Missing,Skygazer Moons SSE 2K - GLOW,Quests - New,quests-followers,Mesh Glow Removal Project,0.409,,,32057,https://www.nexusmods.com/skyrimspecialedition/mods/32057,E:/My Skyrim mods/Sky Texture/Skygazer Moons SSE 2K - GLOW-32057-1-3-1597468688.rar
2028,+,Missing,JK's The Ragged Flagon,Quests - New,quests-followers,Ragged Flagon Sign 4k 2k,0.750,,,50765,https://www.nexusmods.com/skyrimspecialedition/mods/50765,"E:/My Skyrim mods/Town, City, Places/JK's The Ragged Flagon-50765-1-0-0-1622811373.rar"
2029,+,Missing,JK's The Bee and Barb,Quests - New,quests-followers,Trade and Barter,0.595,,,49516,https://www.nexusmods.com/skyrimspecialedition/mods/49516,"E:/My Skyrim mods/Town, City, Places/JK's The Bee and Barb-49516-1-1-1-1653437477.zip"
2030,+,Missing,Riften Bathhouseand JK's Bee and Barb Patch - ESL Flagged,Quests - New,quests-followers,Even More Eyes by Koralina - ESL flagged,0.538,,,47576,https://www.nexusmods.com/skyrimspecialedition/mods/47576,"E:/My Skyrim mods/Town, City, Places/Riften Bathhouseand JK's Bee and Barb Patch - ESL Flagged-47576-1-0-1636065973.zip"
2031,+,Missing,JK's Interiors Patch Collection,Quests - New,quests-followers,Distinct Interiors Patch Collection,0.848,,,35910,https://www.nexusmods.com/skyrimspecialedition/mods/35910,"E:/My Skyrim mods/Town, City, Places/JK's Interiors Patch Collection-35910-5-29-1-1767693949.rar"
2032,+,FuzzyPresent,Distinct JK's Interiors,Quests - New,quests-followers,Distinct Interiors,0.878,,,166734,https://www.nexusmods.com/skyrimspecialedition/mods/166734,"E:/My Skyrim mods/Town, City, Places/Distinct JK's Interiors-166734-1-1-1767552417.rar"
2034,+,Missing,Vanaheimr - Landscapes - AIO - CPM 4K,Quests - New,quests-followers,Skyland Landscapes Complex Parallax,0.508,,,145439,https://www.nexusmods.com/skyrimspecialedition/mods/145439,C:/Users/lesli/Downloads/Vanaheimr Landscapes - AIO - CPM - 4k-145439-5-0-1764102783.7z
2035,+,Missing,Vanaheimr - Northern Roads - 4k,Quests - New,quests-followers,Northern Roads,0.737,,,152575,https://www.nexusmods.com/skyrimspecialedition/mods/152575,C:/Users/lesli/Downloads/Vanaheimr - Northern Roads - 4k-152575-2-7-1763800254.7z
2036,+,Missing,Nordic Stonewalls,Quests - New,quests-followers,Venerable Nordic Temples (2K - 4K),0.585,,,57686,https://www.nexusmods.com/skyrimspecialedition/mods/57686,C:/Users/lesli/Downloads/Nordic Stonewalls-57686-3-11-1763126585.zip
2037,+,Missing,Nature of the Wild Lands,Quests - New,quests-followers,Turn of the Seasons,0.651,,,63604,https://www.nexusmods.com/skyrimspecialedition/mods/63604,C:/Users/lesli/Downloads/Nature of the Wild Lands-63604-3-14-1756825179.7z
2038,+,Missing,Nature of the Wild Lands - Patch Collection,Quests - New,quests-followers,Northern Roads Patch Collection,0.722,,,63604,https://www.nexusmods.com/skyrimspecialedition/mods/63604,C:/Users/lesli/Downloads/Nature of the Wild Lands - Patch Collection-63604-3-10-1743706207.7z
2039,+,Missing,Nature of the Wild Lands 3.0 - 3D hybrid LOD,Quests - New,quests-followers,Edmond's Nature Series - BIRDS,0.571,,,133619,https://www.nexusmods.com/skyrimspecialedition/mods/133619,E:/My Skyrim mods/TexGen and DynDOLOD Settings/Nature of the Wild Lands 3.0 - 3D hybrid LOD-133619-1-2-2-1760790285.7z
2040,+,Missing,RogueUnicorn - City Trees,Quests - New,quests-followers,Suspicious City Guards,0.533,,,35546,https://www.nexusmods.com/skyrimspecialedition/mods/35546,C:/Users/lesli/Downloads/Skyrim Mods/City Trees-35546-11-6-15-1765637067.zip
2042,+,Missing,Riton Solitude 4k,Quests - New,quests-followers,3D Solitude Market Trellis,0.595,,,98390,https://www.nexusmods.com/skyrimspecialedition/mods/98390,C:/Users/lesli/Downloads/Skyrim Mods/Riton Solitude 4k-98390-1-2-1694011049.rar
2043,+,Missing,Solitude Public Bathouse SSE,Quests - New,quests-followers,Public Whore,0.556,,,41417,https://www.nexusmods.com/skyrimspecialedition/mods/41417,C:/Users/lesli/Downloads/Solitude Public Bathouse SSE-41417-1-0-1602699687.rar
2044,+,Missing,Solitude Public Bathhouse SSE Patch (Drengin's Blue Palace Terrace),Quests - New,quests-followers,Public Whore Jail Replacement,0.467,,,56869,https://www.nexusmods.com/skyrimspecialedition/mods/56869,C:/Users/lesli/Downloads/Solitude Public Bathhouse SSE Patch (Drengin's Blue Palace Terrace)-56869-1-1-1641141920.zip
2045,+,Missing,Riton's Whiterun II 4k,Quests - New,quests-followers,3D Whiterun Trellis,0.629,,,140812,https://www.nexusmods.com/skyrimspecialedition/mods/140812,C:/Users/lesli/Downloads/Skyrim Mods/Riton's Whiterun II 4k-140812-1-0-1738674867.rar
2046,+,Missing,Riton Riften 4k,Quests - New,quests-followers,Environs - Riften Warehouse,0.541,,,95276,https://www.nexusmods.com/skyrimspecialedition/mods/95276,C:/Users/lesli/Downloads/Skyrim Mods/Riton Riften 4k-95276-2-0-1715174331.rar
2047,+,Missing,Riton Imperial Forts 2k cpm,Quests - New,quests-followers,Dido- Lovely Imperial Preset,0.549,,,101743,https://www.nexusmods.com/skyrimspecialedition/mods/101743,C:/Users/lesli/Downloads/Skyrim Mods/Riton Imperial Forts 2k cpm-101743-2-0-1748179817.rar
2048,+,Missing,Riton Farmhouse II 2k version,Quests - New,quests-followers,SD's Farmhouse Fences SE,0.553,,,94721,https://www.nexusmods.com/skyrimspecialedition/mods/94721,C:/Users/lesli/Downloads/Skyrim Mods/2k version-94721-1-0-1688159829.rar
2049,+,Missing,Riton Farmhouse III 2k,Quests - New,quests-followers,SD's Farmhouse Fences SE,0.550,,,102046,https://www.nexusmods.com/skyrimspecialedition/mods/102046,C:/Users/lesli/Downloads/Skyrim Mods/Riton Farmhouse III 2k-102046-1-0-1696690911.rar
2050,+,Missing,Riton's mossy stonewall 2k,Quests - New,quests-followers,,0.000,,,135052,https://www.nexusmods.com/skyrimspecialedition/mods/135052,C:/Users/lesli/Downloads/Skyrim Mods/Riton's mossy stonewall 2k-135052-1-0-1735000660.rar
2051,+,Missing,[TalesOfStar] Air Balloons,Quests - New,quests-followers,,0.000,,,0,,E:/downloads/[TalesOfStar] Flying Air Balloons v1.0.2 (fomod).7z
2052,+,Missing,Nix's Floating Islands of Whiterun,Quests - New,quests-followers,Fixed Meshes for Capital Whiterun Expansion,0.545,,,142711,https://www.nexusmods.com/skyrimspecialedition/mods/142711,C:/Users/lesli/Downloads/Nix's Floating Islands of Whiterun-142711-1-03-1744666993.7z
2053,+,Missing,Whiterun Exterior Horse Statue,Quests - New,quests-followers,Illustrious Whiterun - Optional Moss Alpha 2K,0.543,,,107108,https://www.nexusmods.com/skyrimspecialedition/mods/107108,C:/Users/lesli/Downloads/Whiterun Exterior Horse Statue-107108-1-0-0-1702702165.zip
2054,+,Missing,Whiterun Exterior Horse Statue - Northern Roads Synergy,Quests - New,quests-followers,Animated Carriage for Northern Roads,0.517,,,107108,https://www.nexusmods.com/skyrimspecialedition/mods/107108,C:/Users/lesli/Downloads/Northern Roads Synergy-107108-1-0-0-1702702207.zip
2055,+,Missing,Whiterun Horse Statue - SKyrim Sewers 4 Version,Quests - New,quests-followers,Skyrim Sewers - Water for ENB Patch,0.553,,,23527,https://www.nexusmods.com/skyrimspecialedition/mods/23527,C:/Users/lesli/Downloads/Whiterun Horse Statue - SKyrim Sewers 4 Version-23527-1-1-1550972496.7z
2056,+,Missing,Lush Dragonsreach Pools,Quests - New,quests-followers,,0.000,,,138250,https://www.nexusmods.com/skyrimspecialedition/mods/138250,C:/Users/lesli/Downloads/Lush Dragonsreach Pools-138250-1-0-0-1736137731.zip
2057,+,Missing,Lush Dragonsreach Pools - Lower Pools Addon,Quests - New,quests-followers,Goblins - Spears Addon and Bruma Patch,0.519,,,138250,https://www.nexusmods.com/skyrimspecialedition/mods/138250,C:/Users/lesli/Downloads/Lush Dragonsreach Pools - Lower Pools Addon-138250-1-0-0-1736302904.zip
2058,+,Missing,Ivy - Whiterun - Well Overhaul,Quests - New,quests-followers,Whiterun Circle Trellis REMOVED,0.632,,,125955,https://www.nexusmods.com/skyrimspecialedition/mods/125955,C:/Users/lesli/Downloads/Skyrim Mods/Ivy - Whiterun - Well Overhaul-125955-1-3-1742398095.zip
2059,+,Missing,Ivy Well Patch Default version,Quests - New,quests-followers,[NoDelete] High Quality Ivy For Stumps and Logs - HLT (req LOD),0.308,,,134773,https://www.nexusmods.com/skyrimspecialedition/mods/134773,C:/Users/lesli/Downloads/Skyrim Mods/Ivy Well Patch Default version-134773-1-0-2-1732553940.zip
2060,+,Missing,Waterplants - lily only,Quests - New,quests-followers,Water in Wells - mesh-only animated wells,0.467,,,6092,https://www.nexusmods.com/skyrimspecialedition/mods/6092,C:/Users/lesli/Downloads/Skyrim Mods/Waterplants - lily only-6092-1-8-1699186362.zip
2061,+,Missing,Animated water lily SE,Quests - New,quests-followers,Animated Forge Water,0.769,,,75407,https://www.nexusmods.com/skyrimspecialedition/mods/75407,C:/Users/lesli/Downloads/Skyrim Mods/Installer_AnimatedWaterLilySE-75407-v1-2-1680189907.7z
2062,+,Missing,Earth Floor Whiterun,Quests - New,quests-followers,3D Whiterun Trellis,0.611,,,103911,https://www.nexusmods.com/skyrimspecialedition/mods/103911,C:/Users/lesli/Downloads/Earth Floor Whiterun-103911-1-0-1698964141.rar
2063,+,Missing,An Abstract Whiterun - All-In-One,Quests - New,quests-followers,Capital Whiterun Expansion,0.667,,,70267,https://www.nexusmods.com/skyrimspecialedition/mods/70267,C:/Users/lesli/Downloads/An Abstract Whiterun - All-In-One-70267-1-2-1703701355.7z
2064,+,Missing,Mahrlek1´s trees compilation - Whiterun Trees module,Quests - New,quests-followers,Fixed Meshes for Capital Whiterun Expansion,0.538,,,57101,https://www.nexusmods.com/skyrimspecialedition/mods/57101,C:/Users/lesli/Downloads/Whiterun trees-57101-2-0-1723302099.zip
2065,+,Missing,Docks of Riverwood,Quests - New,quests-followers,Skyrim 3D Docks and Boardwalks,0.400,,,141169,https://www.nexusmods.com/skyrimspecialedition/mods/141169,"E:/My Skyrim mods/Town, City, Places/Docks of Riverwood-141169-1-1-5-1768167438.zip"
2066,+,Missing,Ivy Riverwood Overhaul,Quests - New,quests-followers,Highly Improved Male Body Overhaul,0.607,,,151441,https://www.nexusmods.com/skyrimspecialedition/mods/151441,"E:/My Skyrim mods/Town, City, Places/Ivy's Riverwood Overhaul-151441-1-5-1-1773516100.7z"
2067,+,Missing,Mirele Bismath Reborn 0.4,Quests - New,quests-followers,V.A.E.R. - Visual Animated Enchants Reborn,0.500,,,93817,https://www.nexusmods.com/skyrimspecialedition/mods/93817,E:/My Skyrim mods/player home/Mirele Bismath Reborn 0.4-93817-0-4-1687564301.zip
2068,+,Missing,Mirele Bismath Reborn Addon - Extended Bath EVGAT,Quests - New,quests-followers,Skyrim Unbound Reborn - Chanterelle Addon,0.465,,,100116,https://www.nexusmods.com/skyrimspecialedition/mods/100116,E:/My Skyrim mods/player home/Mirele Bismath Reborn Addon - Extended Bath EVGAT-100116-1-1694058521.zip
2069,+,Missing,Mirele Bismath Reborn - Interior Fixes,Quests - New,quests-followers,Distinct Interiors - Fixes,0.633,,,100472,https://www.nexusmods.com/skyrimspecialedition/mods/100472,E:/My Skyrim mods/player home/Mirele Bismath Reborn - Interior Fixes-100472-1-0-1694540296.zip
2070,+,Missing,Nature of the Wildlands - Mirele Bismath Reborn,Quests - New,quests-followers,V.A.E.R. - Visual Animated Enchants Reborn,0.524,,,127939,https://www.nexusmods.com/skyrimspecialedition/mods/127939,E:/My Skyrim mods/player home/Nature of the Wildlands - Mirele Bismath Reborn-127939-1-0-1725535400.rar
2075,+,Missing,Sleipnir Beds - BOS Color Variance - Upper Class,Quests - New,quests-followers,Casting Bar HUD Variance,0.471,,,143168,https://www.nexusmods.com/skyrimspecialedition/mods/143168,E:/My Skyrim mods/Objects/Sleipnir Beds - BOS Color Variance - Upper Class-143168-1-1-2-1774472765.rar
2076,+,Missing,Sleipnir Beds - BOS Color Variance - Noble,Quests - New,quests-followers,[RSV] Racial Skin Variance - SPID,0.508,,,143168,https://www.nexusmods.com/skyrimspecialedition/mods/143168,E:/My Skyrim mods/Objects/Sleipnir Beds - BOS Color Variance - Noble-143168-1-1-2-1774472743.rar
2077,+,Missing,Rustic Repose Beds - BOS Distributed,Quests - New,animations,RUSTIC DAEDRA - Special Edition,0.476,,,138889,https://www.nexusmods.com/skyrimspecialedition/mods/138889,E:/My Skyrim mods/Objects/Rustic Repose - BOS Distributed-138889-1-0-8-1770489480.rar
